C-605 전체 텍스트 정밀 추출 결과
========================================================================================================================
source: C:\UnityProjects\SafeAR_Wangsuk_Viewer\Assets\StreamingAssets\WangsukDXF\SourceDXF\unzipped\dxf\6.가시설공사\C-605 굴착계획 평면도.dxf
all text count: 700
candidate count: 83

[후보 텍스트]
------------------------------------------------------------------------------------------------------------------------
[etc] 엄지말뚝을 H형강으로 적용 할 경우 KS F 4603에 적합한 제품을 사용하여야 한다. / x=-15727258.9, y=3256738.0, layer=Text, type=BLOCK_TEXT, source=virtual_block
T = 100mm / x=-15695420.9, y=3264223.8, layer=Text, type=BLOCK_TEXT, source=virtual_block
도면명 / x=-15668864.4, y=3265162.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
SUBJECT TITLE / x=-15654864.4, y=3265162.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
21M 도로 / x=-15909271.8, y=3266582.6, layer=_CT_택지현황, type=BLOCK_TEXT, source=virtual_block
연립주택 / x=-15954578.2, y=3267039.5, layer=_CT_택지현황, type=BLOCK_TEXT, source=virtual_block
지내력기초 / x=-15969662.2, y=3267091.4, layer=범례, type=BLOCK_TEXT, source=virtual_block
H-1~36 / x=-16001689.1, y=3267263.2, layer=범례, type=BLOCK_TEXT, source=virtual_block
본조사 / x=-16030476.2, y=3267340.3, layer=범례, type=BLOCK_TEXT, source=virtual_block
36공 / x=-16017057.9, y=3267340.3, layer=범례, type=BLOCK_TEXT, source=virtual_block
보 걸 이 / x=-15724893.6, y=3267751.4, layer=Text, type=BLOCK_TEXT, source=virtual_block
ㄱ 형 강 / x=-15711230.4, y=3267751.4, layer=Text, type=BLOCK_TEXT, source=virtual_block
ㄱ-100X100X7 / x=-15696393.2, y=3267751.4, layer=Text, type=BLOCK_TEXT, source=virtual_block
SS275 / x=-15678652.8, y=3267751.4, layer=Text, type=BLOCK_TEXT, source=virtual_block
605 / x=-15652777.0, y=3269399.6, layer=TEXT-ER, type=TEXT, source=modelspace
C / x=-15657011.0, y=3269411.4, layer=Text, type=BLOCK_TEXT, source=virtual_block
- / x=-15654542.4, y=3269537.7, layer=Text, type=BLOCK_TEXT, source=virtual_block
띠 장 / x=-15724941.1, y=3271278.9, layer=Text, type=BLOCK_TEXT, source=virtual_block
H 형 강 / x=-15710991.0, y=3271278.9, layer=Text, type=BLOCK_TEXT, source=virtual_block
SS275 / x=-15678652.8, y=3271278.9, layer=Text, type=BLOCK_TEXT, source=virtual_block
H-300X300X10X15 / x=-15697690.2, y=3271286.2, layer=Text, type=BLOCK_TEXT, source=virtual_block
말 뚝 기 초 / x=-15969732.6, y=3271782.5, layer=범례, type=BLOCK_TEXT, source=virtual_block
구 분 / x=-16031756.2, y=3272142.5, layer=범례, type=BLOCK_TEXT, source=virtual_block
비 고 / x=-15999191.5, y=3272167.8, layer=범례, type=BLOCK_TEXT, source=virtual_block
홀 수 / x=-16018104.8, y=3272267.2, layer=범례, type=BLOCK_TEXT, source=virtual_block
도면번호 / x=-15668864.4, y=3272662.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
SHEET NO. / x=-15654864.4, y=3272662.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
39.62 / x=-15923897.0, y=3273942.8, layer=블록계획고점, type=BLOCK_TEXT, source=virtual_block
스 트 러 트 / x=-15724846.0, y=3274806.5, layer=Text, type=BLOCK_TEXT, source=virtual_block
H 형 강 / x=-15710991.0, y=3274806.5, layer=Text, type=BLOCK_TEXT, source=virtual_block
SS275 / x=-15678652.8, y=3274806.5, layer=Text, type=BLOCK_TEXT, source=virtual_block
H-300X300X10X15 / x=-15697690.2, y=3274813.8, layer=Text, type=BLOCK_TEXT, source=virtual_block
+49.70 / x=-16011434.8, y=3276846.4, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
범 례 / x=-15972832.1, y=3277240.7, layer=범례, type=BLOCK_TEXT, source=virtual_block
범 례 / x=-16032717.1, y=3277242.1, layer=범례, type=BLOCK_TEXT, source=virtual_block
37.52 / x=-15885843.1, y=3277348.7, layer=블록계획고점, type=BLOCK_TEXT, source=virtual_block
FH:48.57 / x=-15999698.1, y=3277546.6, layer=도로체인계획고, type=BLOCK_TEXT, source=virtual_block
엄 지 말 뚝 / x=-15724846.0, y=3278334.0, layer=Text, type=BLOCK_TEXT, source=virtual_block
H 형 강 / x=-15710991.0, y=3278334.0, layer=Text, type=BLOCK_TEXT, source=virtual_block
SHP275(W) / x=-15680666.3, y=3278334.0, layer=Text, type=BLOCK_TEXT, source=virtual_block
H-300X300X10X15 / x=-15697690.2, y=3278341.3, layer=Text, type=BLOCK_TEXT, source=virtual_block
+40.50 / x=-15951003.8, y=3278966.2, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
H-300x300x10x15 / x=-15990250.1, y=3278984.8, layer=-$$TEXT, type=BLOCK_TEXT, source=virtual_block
P.C Strand Ø12.7mm / x=-15952558.6, y=3278984.8, layer=-$$TEXT, type=BLOCK_TEXT, source=virtual_block
도면화일명 / x=-15668864.4, y=3280162.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
DWG. FILE NAME / x=-15654864.4, y=3280162.7, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
엄지말뚝@1.5m / x=-15990588.4, y=3281063.0, layer=-$$TEXT, type=BLOCK_TEXT, source=virtual_block
제거식 E/ANCHOR / x=-15953159.4, y=3281063.0, layer=-$$TEXT, type=BLOCK_TEXT, source=virtual_block
